paper_id,ambiguous_group,author_name,coauthors,title,abstract,keywords,venue,year,ground_truth_label,source_dataset
P2-1706,J. Smith,James E. Smith,Greg Faanes; Rabin A. Sugumar,vector instruct set support condit oper,,,Isca,2000,jsmith-1,DBLP_benchmark_14
P2-3912,J. Smith,James E. Smith,Andrew R. Pleszkun,implement precis interrupt pipelin processor,,,Ieee Trans. Computers,1988,jsmith-1,DBLP_benchmark_14
P2-1709,J. Smith,James E. Smith,Andrew R. Pleszkun,implement precis interupt pipelin processor,,,25 Years Isca: Retrospectives And Reprints,1998,jsmith-1,DBLP_benchmark_14
P2-1708,J. Smith,James E. Smith,Andrew R. Pleszkun,implement precis interrupt pipelin processor,,,Isca,1985,jsmith-1,DBLP_benchmark_14
P2-1923,J. Smith,James E. Smith,Eric Rotenberg,control independ trace processor,,,Micro,1999,jsmith-1,DBLP_benchmark_14
P2-1919,J. Smith,James E. Smith,Quinn Jacobson; Eric Rotenberg,path base trace predict,,,Micro,1997,jsmith-1,DBLP_benchmark_14
P2-1918,J. Smith,James E. Smith,Erik Jacobsen; Eric Rotenberg,assign confid condit branch predict,,,Micro,1996,jsmith-1,DBLP_benchmark_14
P2-821,J. Smith,James E. Smith,Eric Rotenberg; Quinn Jacobson,studi control independ superscalar processor,,,Hpca,1999,jsmith-1,DBLP_benchmark_14
P2-1921,J. Smith,James E. Smith,Eric Rotenberg; Steve Bennett,trace cach low latenc approach high bandwidth instruct fetch,,,Micro,1996,jsmith-1,DBLP_benchmark_14
P2-1467,J. Smith,James E. Smith,Juan L. Aragon; Jose Gonzalez; Antonio Gonzalez,dual path instruct process,,,Ics,2002,jsmith-1,DBLP_benchmark_14
P2-3909,J. Smith,James E. Smith,James R. Goodman,instruct cach replac polici organ,,,Ieee Trans. Computers,1985,jsmith-1,DBLP_benchmark_14
P2-1707,J. Smith,James E. Smith,James R. Goodman,studi instruct cach organ replac polici,,,Isca,1983,jsmith-1,DBLP_benchmark_14
P2-815,J. Smith,James E. Smith,Sridhar Gopal; T. N. Vijaykumar; Gurindar S. Sohi,specul version cach,,,Hpca,1998,jsmith-1,DBLP_benchmark_14
P2-1815,J. Smith,James E. Smith,Timothy H. Heil,concurr garbag collect usinghardwar assist profil,,,Ismm,2000,jsmith-1,DBLP_benchmark_14
P2-1917,J. Smith,James E. Smith,Timothy H. Heil; Zak Smith,improv branch predictor correl data valu,,,Micro,1999,jsmith-1,DBLP_benchmark_14
P2-1916,J. Smith,James E. Smith,Timothy H. Heil,relat profil enabl thread level parallel virtual machin,,,Micro,2000,jsmith-1,DBLP_benchmark_14
P2-3900,J. Smith,James E. Smith,Eric Rotenberg; Steve Bennett,trace cach microarchitectur evalu,,,Ieee Trans. Computers,1999,jsmith-1,DBLP_benchmark_14
P2-1922,J. Smith,James E. Smith,Eric Rotenberg; Quinn Jacobson; Yiannakis Sazeides,trace processor,,,Micro,1997,jsmith-1,DBLP_benchmark_14
P2-3871,J. Smith,James E. Smith,Craig S. Holt,diagnosi system asymmetr invalid,,,Ieee Trans. Computers,1981,jsmith-1,DBLP_benchmark_14
P2-2790,J. Smith,James E. Smith,,character comput perform singl number,,,Commun. Acm,1988,jsmith-1,DBLP_benchmark_14
P2-3906,J. Smith,James E. Smith,,comment redund test combin network,,,Ieee Trans. Computers,1979,jsmith-1,DBLP_benchmark_14
P2-2091,J. Smith,James E. Smith,S. Subramanya Sastry; Subbarao Palacharla,exploit idl float point resourc integ execut,,,Pldi,1998,jsmith-1,DBLP_benchmark_14
P2-1705,J. Smith,James E. Smith,,decoupl access execut comput architectur,,,25 Years Isca: Retrospectives And Reprints,1998,jsmith-1,DBLP_benchmark_14
P2-3905,J. Smith,James E. Smith,,detect fault programm logic arrai,,,Ieee Trans. Computers,1979,jsmith-1,DBLP_benchmark_14
P2-3196,J. Smith,James E. Smith,Yiannakis Sazeides,limit data valu predict,,,International Journal Of Parallel Programming,1999,jsmith-1,DBLP_benchmark_14
P2-2916,J. Smith,James E. Smith,,dynam instruct schedul astronaut zs,,,Ieee Computer,1989,jsmith-1,DBLP_benchmark_14
P2-1700,J. Smith,James E. Smith,Yiannakis Sazeides,model program predict,,,Isca,1998,jsmith-1,DBLP_benchmark_14
P2-3907,J. Smith,James E. Smith,,measur effect fault signatur analysi,,,Ieee Trans. Computers,1980,jsmith-1,DBLP_benchmark_14
P2-1924,J. Smith,James E. Smith,Yiannakis Sazeides,predict data valu,,,Micro,1997,jsmith-1,DBLP_benchmark_14
P2-3903,J. Smith,James E. Smith,,univers system diagnosi algorithm,,,Ieee Trans. Computers,1979,jsmith-1,DBLP_benchmark_14
P2-3904,J. Smith,James E. Smith,,necessari suffici condit multipl fault undetect,,,Ieee Trans. Computers,1979,jsmith-1,DBLP_benchmark_14
P2-816,J. Smith,James E. Smith,Quinn Jacobson; Steve Bennett; Nikhil Sharma,control flow specul multiscalar processor,,,Hpca,1997,jsmith-1,DBLP_benchmark_14
P2-3908,J. Smith,James E. Smith,,separ unord code,,,Ieee Trans. Computers,1984,jsmith-1,DBLP_benchmark_14
P2-3872,J. Smith,James E. Smith,Craig S. Holt,diagnosi distribut system,,,Ieee Trans. Computers,1985,jsmith-1,DBLP_benchmark_14
P2-2224,J. Smith,James E. Smith,Wei-Chung Hsu; Christopher C. Hsiung,futur gener purpos supercomput architectur,,,Sc,1990,jsmith-1,DBLP_benchmark_14
P2-1688,J. Smith,James E. Smith,Wei-Chung Hsu,perform cach dram organ vector supercomput,,,Isca,1993,jsmith-1,DBLP_benchmark_14
P2-3874,J. Smith,James E. Smith,Wei-Chung Hsu,perform studi instruct cach prefetch method,,,Ieee Trans. Computers,1998,jsmith-1,DBLP_benchmark_14
P2-2223,J. Smith,James E. Smith,Wei-Chung Hsu,prefetch supercomput instruct cach,,,Sc,1992,jsmith-1,DBLP_benchmark_14
P2-3512,J. Smith,James E. Smith,Howard Jay Siegel; Seth Abraham; William L. Bain; Kenneth E. Batcher; Thomas L. Casavant; Doug Degroot; Jack B. Dennis; David C. Douglas; Tse-Yun Feng; James R. Goodman; Alan Huang; Harry F. Jordan; J. Robert Jamp; Yale N. Patt; Alan Jay Smith; Lawrence Snyder; Harold S. Stone; Russ Tuck; Benjamin W. Wah,report purdu workshop grand challeng comput architectur support high perform comput,,,J. Parallel Distrib. Comput.,1992,jsmith-1,DBLP_benchmark_14
P2-817,J. Smith,James E. Smith,Quinn Jacobson,instruct pre process trace processor,,,Hpca,1999,jsmith-1,DBLP_benchmark_14
P2-1689,J. Smith,James E. Smith,Quinn Jacobson,trace preconstruct,,,Isca,2000,jsmith-1,DBLP_benchmark_14
P2-806,J. Smith,James E. Smith,,instruct level distribut process,,,Hipc,2000,jsmith-1,DBLP_benchmark_14
P2-4092,J. Smith,James E. Smith,T. N. Vijaykumar; Sridhar Gopal; Gurindar S. Sohi,specul version cach,,,Ieee Trans. Parallel Distrib. Syst.,2001,jsmith-1,DBLP_benchmark_14
P2-2920,J. Smith,James E. Smith,Sriram Vajapeyam,trace processor move fourth gener microarchitectur,,,Ieee Computer,1997,jsmith-1,DBLP_benchmark_14
P2-1475,J. Smith,James E. Smith,Roger Espasa; Mateo Valero,vector architectur past present futur,,,International Conference On Supercomputing,1998,jsmith-1,DBLP_benchmark_14
P2-116,J. Smith,James E. Smith,G. E. Dermer; B. D. Vanderwarn; S. D. Klinger; C. M. Rozewski; D. L. Fowler; K. R. Scidmore; James Laudon,zs central processor,,,Asplos,1987,jsmith-1,DBLP_benchmark_14
P2-1743,J. Smith,James E. Smith,,instruct level distribut process adapt futur technolog,,,Ishpc,2000,jsmith-1,DBLP_benchmark_14
P2-2915,J. Smith,James E. Smith,,instruct level distribut process,,,Ieee Computer,2001,jsmith-1,DBLP_benchmark_14
P2-3902,J. Smith,James E. Smith,,exist combin logic circuit exhibit multipl redund,,,Ieee Trans. Computers,1978,jsmith-1,DBLP_benchmark_14
P2-1703,J. Smith,James E. Smith,,retrospect decoupl access execut architectur,,,25 Years Isca: Retrospectives And Reprints,1998,jsmith-1,DBLP_benchmark_14
P2-1704,J. Smith,James E. Smith,,retrospect implement precis interrupt pipelin processor,,,25 Years Isca: Retrospectives And Reprints,1998,jsmith-1,DBLP_benchmark_14
P2-1466,J. Smith,Jeffrey D. Smith,Kenji Takahashi; Colin Potts; Vinay Kumar; Kenji Ota,hypermedia support collabor requir analysi,,,Icre,1996,jsmith-20,DBLP_benchmark_14
P2-1524,J. Smith,Jeffrey D. Smith,Kenji Takahashi,multimedia architectur support requir analysi,,,Idms,1996,jsmith-20,DBLP_benchmark_14
P2-2163,J. Smith,Jeffrey D. Smith,Colin Potts; Kenji Takahashi; Kenji Ota,evalu inquiri base requir analysi internet servic,,,Re,1995,jsmith-20,DBLP_benchmark_14
P2-1190,J. Smith,Jeffrey D. Smith,Feng Cao; Kenji Takahashi,architectur distribut media server support guarante qo media index,,,"Icmcs, Vol. 2",1999,jsmith-20,DBLP_benchmark_14
P2-3436,J. Smith,James Smith,Edmund K. Burke,memet algorithm schedul plan mainten nation grid,,,Acm Journal Of Experimental Algorithmics,1999,jsmith-21,DBLP_benchmark_14
P2-939,J. Smith,James Smith,Giovanni De Micheli,polynomi method compon match verif,,,Iccad,1998,jsmith-22,DBLP_benchmark_14
P2-392,J. Smith,James Smith,Giovanni De Micheli,autom composit hardwar compon,,,Dac,1998,jsmith-22,DBLP_benchmark_14
P2-436,J. Smith,James Smith,Giovanni De Micheli,polynomi method alloc complex compon,,,Date,1999,jsmith-22,DBLP_benchmark_14
P2-2756,J. Smith,J. M. Smith,,cellbas databas manag system control cell line storag,,,Computer Applications In The Biosciences,1988,jsmith-23,DBLP_benchmark_14
P2-2758,J. Smith,J. M. Smith,D. J. Thomas,quantit analysi dimension gel electrophoresi profil,,,Computer Applications In The Biosciences,1990,jsmith-23,DBLP_benchmark_14
P2-2757,J. Smith,J. M. Smith,,oligoget computer databas system control oligonucleotid product,,,Computer Applications In The Biosciences,1993,jsmith-23,DBLP_benchmark_14
P2-3033,J. Smith,Jonathan D. H. Smith,,finit code groupoid word,,,Eur. J. Comb.,1991,jsmith-24,DBLP_benchmark_14
P2-1904,J. Smith,Jonathan D. H. Smith,,modal theori partial order digit geometri,,,Mathematical Foundations Of Programming Semantics,1985,jsmith-24,DBLP_benchmark_14
P2-2993,J. Smith,Jonathan D. H. Smith,Dug-Hwan Choi,greedi loop transvers code correct error burst,,,Discrete Mathematics,2003,jsmith-24,DBLP_benchmark_14
P2-2994,J. Smith,Jonathan D. H. Smith,Ji-Young Choi,unimod combinator bessel number,,,Discrete Mathematics,2003,jsmith-24,DBLP_benchmark_14
P2-3024,J. Smith,Jonathan D. H. Smith,Kenneth W. Johnson,charact finit quasigroup,,,Eur. J. Comb.,1984,jsmith-24,DBLP_benchmark_14
P2-3030,J. Smith,J. D. H. Smith,Kenneth W. Johnson; Sung Y. Song,charact finit quasigroup vi critic exampl doubleton,,,Eur. J. Comb.,1990,jsmith-24,DBLP_benchmark_14
P2-3029,J. Smith,J. D. H. Smith,Kenneth W. Johnson,charact finit quasigroup v linear charact,,,Eur. J. Comb.,1989,jsmith-24,DBLP_benchmark_14
P2-3028,J. Smith,J. D. H. Smith,Kenneth W. Johnson,charact finit quasigroup iv product superschem,,,Eur. J. Comb.,1989,jsmith-24,DBLP_benchmark_14
P2-3005,J. Smith,Jonathan D. H. Smith,,quasigroup quandl,,,Discrete Mathematics,1992,jsmith-24,DBLP_benchmark_14
P2-3004,J. Smith,Jonathan D. H. Smith,,minim tree search number,,,Discrete Mathematics,1987,jsmith-24,DBLP_benchmark_14
P2-3032,J. Smith,Jonathan D. H. Smith,,induc class function ar condit expect,,,Eur. J. Comb.,1989,jsmith-24,DBLP_benchmark_14
P2-2739,J. Smith,Jonathan D. H. Smith,Ji-Young Choi,combinator multi restrict number,,,Ars Comb.,2005,jsmith-24,DBLP_benchmark_14
P2-3026,J. Smith,Jonathan D. H. Smith,Kenneth W. Johnson,note charact induct associ scheme,,,Eur. J. Comb.,1986,jsmith-24,DBLP_benchmark_14
P2-3003,J. Smith,Jonathan D. H. Smith,,orbit decomposit subset action,,,Discrete Mathematics,2002,jsmith-24,DBLP_benchmark_14
P2-3035,J. Smith,Jonathan D. H. Smith,,observ concept inform theoret entropi random,,,Entropy,2001,jsmith-24,DBLP_benchmark_14
P2-3807,J. Smith,Jonathan D. H. Smith,Anna B. Romanowska,semilattic base dualiti,,,Studia Logica,1996,jsmith-24,DBLP_benchmark_14
P2-3027,J. Smith,J. D. H. Smith,Kenneth W. Johnson,charact finit quasigroup iii quotient fusion,,,Eur. J. Comb.,1989,jsmith-24,DBLP_benchmark_14
P2-3025,J. Smith,Jonathan D. H. Smith,Kenneth W. Johnson,charact finit quasigroup ii induc charact,,,Eur. J. Comb.,1986,jsmith-24,DBLP_benchmark_14
P2-3034,J. Smith,Jonathan D. H. Smith,,speed s orbit problem variat theme burnsid,,,Eur. J. Comb.,1999,jsmith-24,DBLP_benchmark_14
P2-355,J. Smith,J. W. Smith,Vijay S. Bobba,paramet driven router,,,Dac,1986,jsmith-25,DBLP_benchmark_14
P2-312,J. Smith,Jeffrey W. Smith,Carl Pomerance; Samuel S. Wagstaff Jr.,idea factor larg integ,,,Crypto,1983,jsmith-25,DBLP_benchmark_14
P2-3768,J. Smith,Jeffrey W. Smith,Carl Pomerance; Randy Tuler,pipelin architectur factor larg integ quadrat siev algorithm,,,Siam J. Comput.,1988,jsmith-25,DBLP_benchmark_14
P2-2333,J. Smith,John W. Smith,,user s guid shadowi crystal ball practic tip techniqu plan futur,,,Siguccs,1994,jsmith-26,DBLP_benchmark_14
P2-2334,J. Smith,John W. Smith,,make standard work product approach,,,Siguccs,1997,jsmith-26,DBLP_benchmark_14
P2-2935,J. Smith,Jim Smith,,multiscalar architectur paradigm,,,Acm Comput. Surv.,1996,jsmith-27,DBLP_benchmark_14
P2-2837,J. Smith,Jeffrey Smith,Andrew P. Witkin; David Baraff,fast control simul shatter brittl object,,,Comput. Graph. Forum,2001,jsmith-28,DBLP_benchmark_14
P2-4034,J. Smith,Jeffrey Smith,Jessica K. Hodgins; Irving J. Oppenheim; Andrew P. Witkin,creat model truss structur optim,,,Acm Trans. Graph.,2002,jsmith-28,DBLP_benchmark_14
P2-3599,J. Smith,James Smith,Tim J. P. Hubbard; Daniel Barker; Ewan Birney; Graham Cameron; Yuan Chen; Laura Clarke; Tony Cox; James A. Cuff; Val Curwen; Thomas A. Down; Richard Durbin; Eduardo Eyras; James G. R. Gilbert; Martin Hammond; Lukasz Huminiecki; Arek Kasprzyk; Heikki Lehvaslaiho; Philip Lijnzaad; Craig Melsopp; Emmanuel Mongin; Roger Pettett; Matthew R. Pocock; Simon C. Potter; Alastair Rust; Esther Schmidt; Stephen M. J. Searle; Guy Slater; William Spooner; Arne Stabenau; Jim Stalker; Elia Stupka; Abel Ureta-Vidal; Imre Vastrik; Michele E. Clamp,ensembl genom databas project,,,Nucleic Acids Research,2002,jsmith-29,DBLP_benchmark_14
P2-3597,J. Smith,James Smith,Michele E. Clamp; T. Daniel Andrews; Daniel Barker; Paul Bevan; Graham Cameron; Yuan Chen; Laura Clarke; Tony Cox; James A. Cuff; Val Curwen; Thomas A. Down; Richard Durbin; Eduardo Eyras; James G. R. Gilbert; Martin Hammond; Tim J. P. Hubbard; Arek Kasprzyk; Damian Keefe; Heikki Lehvaslaiho; Vivek Iyer; Craig Melsopp; Emmanuel Mongin; Roger Pettett; Simon C. Potter; Alastair Rust; Esther Schmidt; Stephen M. J. Searle; Guy Slater; William Spooner; Arne Stabenau; Jim Stalker; Elia Stupka; Abel Ureta-Vidal; Imre Vastrik; Ewan Birney,ensembl accommod compar genom,,,Nucleic Acids Research,2003,jsmith-29,DBLP_benchmark_14
P2-2310,J. Smith,John W. Smith,James A. Haskett; George Town; Susan F. Stager,practic manag comput ethic comput center comput scienc depart approach,,,Siguccs,1991,jsmith-30,DBLP_benchmark_14
P2-615,J. Smith,John R. Smith,Alan F. Smeaton; Paul Over; Cash Costello; Arjen P. De Vries; David S. Doermann; Alexander G. Hauptmann; Mark E. Rorvig; Lide Wu,trec video track inform retriev digit video inform,,,Ecdl,2002,jsmith-3,DBLP_benchmark_14
P2-1214,J. Smith,John R. Smith,Ana B. Benitez,conceptu model audio visual content,,,Ieee International Conference On Multimedia And Expo (Ii),2000,jsmith-3,DBLP_benchmark_14
P2-2108,J. Smith,John R. Smith,Chung-Sheng Li; Vittorio Castelli; Anant Jhingran,dynam assembl view data cube,,,Pods,1998,jsmith-3,DBLP_benchmark_14
P2-1173,J. Smith,John R. Smith,Rakesh Mohan; Chung-Sheng Li,content base transcod imag internet,,,Icip (3),1998,jsmith-3,DBLP_benchmark_14
P2-2379,J. Smith,John R. Smith,Chung-Sheng Li; Vittorio Castelli; Lawrence D. Bergman,combin index learn iter refin,,,Storage And Retrieval For Image And Video Databases (Spie),1999,jsmith-3,DBLP_benchmark_14
P2-2383,J. Smith,John R. Smith,Chung-Sheng Li; Vittorio Castelli; Lawrence D. Bergman,compar textur featur set retriev core imag petroleum applic,,,Storage And Retrieval For Image And Video Databases (Spie),1999,jsmith-3,DBLP_benchmark_14
P2-2390,J. Smith,John R. Smith,Vittorio Castelli; Chung-Sheng Li,adapt storag retriev larg compress imag,,,Storage And Retrieval For Image And Video Databases (Spie),1999,jsmith-3,DBLP_benchmark_14
P2-1215,J. Smith,John R. Smith,Chung-Sheng Li,adapt synthesi progress retriev audio visual data,,,Ieee International Conference On Multimedia And Expo (I),2000,jsmith-3,DBLP_benchmark_14
P2-1206,J. Smith,John R. Smith,Rakesh Mohan; Chung-Sheng Li,adapt content client resourc internet,,,"Icmcs, Vol. 1",1999,jsmith-3,DBLP_benchmark_14
P2-4006,J. Smith,John R. Smith,Rakesh Mohan; Chung-Sheng Li,adapt multimedia internet content univers access,,,Ieee Trans. Multimedia,1999,jsmith-3,DBLP_benchmark_14
P2-2380,J. Smith,John R. Smith,Chung-Sheng Li; Yuan-Chi Chang; Lawrence D. Bergman; Vittorio Castelli,framework effici process content base fuzzi cartesian queri,,,Storage And Retrieval For Media Databases,2000,jsmith-3,DBLP_benchmark_14
P2-1044,J. Smith,John R. Smith,Chung-Sheng Li; Yuan-Chi Chang; Lawrence D. Bergman,model base multi modal inform retriev larg archiv,,,Icdcs Workshop Of Knowledge Discovery And Data Mining In The World-Wide Web,2000,jsmith-3,DBLP_benchmark_14
P2-893,J. Smith,John R. Smith,Shih-Fu Chang,frequenc spatial adapt wavelet packet,,,Icassp,1995,jsmith-3,DBLP_benchmark_14
P2-892,J. Smith,John R. Smith,Chung-Sheng Li; Rakesh Mohan,multimedia content descript infopyramid,,,Icassp,1998,jsmith-3,DBLP_benchmark_14
P2-4009,J. Smith,John R. Smith,,videozoom spatio tempor video browser,,,Ieee Trans. Multimedia,1999,jsmith-3,DBLP_benchmark_14
P2-231,J. Smith,John R. Smith,Chung-Sheng Li,adapt view element framework multi dimension data manag,,,Cikm,1999,jsmith-3,DBLP_benchmark_14
P2-1162,J. Smith,John R. Smith,Milind R. Naphade; Ching-Yung Lin,video textur index spatio tempor wavelet,,,Icip (2),2002,jsmith-3,DBLP_benchmark_14
P2-1942,J. Smith,John R. Smith,Rakesh Mohan; Chung-Sheng Li,scalabl multimedia deliveri pervas comput,,,Acm Multimedia (1),1999,jsmith-3,DBLP_benchmark_14
P2-3109,J. Smith,John R. Smith,Shih-Fu Chang,visual search web content,,,Ieee Multimedia,1997,jsmith-3,DBLP_benchmark_14
P2-1838,J. Smith,John R. Smith,Yuan-Chi Chang; Richard Han; Chung-Sheng Li,secur transcod internet content,,,Jcis,2002,jsmith-3,DBLP_benchmark_14
P2-2381,J. Smith,John R. Smith,Chung-Sheng Li; Lawrence D. Bergman; Vittorio Castelli,sequenti process content base retriev composit object,,,Storage And Retrieval For Image And Video Databases (Spie),1998,jsmith-3,DBLP_benchmark_14
P2-1941,J. Smith,John R. Smith,Shih-Fu Chang,visualseek fulli autom content base imag queri system,,,Acm Multimedia,1996,jsmith-3,DBLP_benchmark_14
P2-3471,J. Smith,John R. Smith,Lawrence D. Bergman; Vittorio Castelli; Chung-Sheng Li,spire digit librari scientif inform,,,Int. J. On Digital Libraries,2000,jsmith-3,DBLP_benchmark_14
P2-2292,J. Smith,John R. Smith,Chung-Sheng Li; Lawrence D. Bergman; Vittorio Castelli,spire progress content base spatial imag retriev engin,,,Sigmod Conference,2000,jsmith-3,DBLP_benchmark_14
P2-614,J. Smith,John R. Smith,Vittorio Castelli; Lawrence D. Bergman; Chung-Sheng Li,search progress imag retriev distribut imag video databas spire project,,,Ecdl,1998,jsmith-3,DBLP_benchmark_14
P2-2244,J. Smith,John R. Smith,Yuan-Chi Chang; Chung-Sheng Li,search dynam bundl good pairwis relat,,,Ec,2003,jsmith-3,DBLP_benchmark_14
P2-1170,J. Smith,John R. Smith,Shih-Fu Chang,local color textur extract spatial queri,,,Icip (3),1996,jsmith-3,DBLP_benchmark_14
P2-1940,J. Smith,Jonathan M. Smith,Shih-Fu Chang,quad tree segment textur base imag queri,,,Acm Multimedia,1994,jsmith-3,DBLP_benchmark_14
P2-2382,J. Smith,John R. Smith,Chung-Sheng Li; Vittorio Castelli,s stir similar search iter refin,,,Storage And Retrieval For Image And Video Databases (Spie),1998,jsmith-3,DBLP_benchmark_14
P2-2387,J. Smith,John R. Smith,,queri vector project access method,,,Storage And Retrieval For Image And Video Databases (Spie),1999,jsmith-3,DBLP_benchmark_14
P2-2280,J. Smith,John R. Smith,Yuan-Chi Chang; Lawrence D. Bergman; Vittorio Castelli; Chung-Sheng Li; Ming-Ling Lo,onion techniqu index linear optim queri,,,Sigmod Conference,2000,jsmith-3,DBLP_benchmark_14
